10: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,-9,-78,104,0,-17,26,43,35,-182,-78,-9,0,-52,0,-87,0,104,0,-43,130,0,-61,-104,-364,0,0,-130,43,35,156,-69,147,-9,87,61,-69,113,-9,0,139,226,95,-69,0,95,43,-35,-173,-78,-52,104,-17,-234,-130,17,113,113,35,-26,-252,26,87,0,95,87,0,0,0,0,0,-61,87,0,0,0,87,104,-69,35,-139,0,-87,0,0,0,87,0,0,0,0,0,0,0,0,0
11: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,-8,-75,108,0,-17,25,41,33,-182,-83,-8,0,-50,0,-91,0,108,-8,-41,132,0,-58,-99,-356,0,0,-124,41,33,157,-75,149,-8,91,66,-66,116,-8,0,141,224,91,-75,0,91,41,-41,-174,-83,-58,99,-17,-232,-124,17,108,116,33,-33,-248,25,91,0,99,91,0,0,0,0,0,-66,91,0,0,0,91,108,-75,33,-141,0,-91,0,0,0,91,0,0,0,0,0,0,0,0,0
12: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,-8,-71,111,0,-16,24,40,32,-182,-87,-8,0,-47,0,-95,0,111,-16,-40,134,0,-55,-95,-348,0,0,-119,40,32,158,-79,150,-8,95,71,-63,119,-8,0,142,221,87,-79,0,87,40,-47,-174,-87,-63,95,-16,-229,-119,16,103,119,32,-40,-245,24,95,0,103,95,0,0,0,0,0,-71,95,0,0,0,95,111,-79,32,-142,0,-95,0,0,0,95,0,0,0,0,0,0,0,0,0
13: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,-8,-68,113,0,-15,23,38,30,-182,-91,-8,0,-45,0,-98,0,113,-23,-38,136,0,-53,-91,-340,0,0,-113,38,30,159,-83,151,-8,98,76,-61,121,-8,0,144,219,83,-83,0,83,38,-53,-174,-91,-68,91,-15,-227,-113,15,98,121,30,-45,-242,23,98,0,106,98,0,0,0,0,0,-76,98,0,0,0,98,113,-83,30,-144,0,-98,0,0,0,98,0,0,0,0,0,0,0,0,0
14: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,-7,-65,116,0,-14,22,36,29,-181,-94,-7,0,-43,0,-101,0,116,-29,-36,138,0,-51,-87,-333,0,0,-109,36,29,159,-87,152,-7,101,80,-58,123,-7,0,145,217,80,-87,0,80,36,-58,-174,-94,-72,87,-14,-225,-109,14,94,123,29,-51,-239,22,101,0,109,101,0,0,0,0,0,-80,101,0,0,0,101,116,-87,29,-145,0,-101,0,0,0,101,0,0,0,0,0,0,0,0,0
15: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,-7,-63,118,0,-14,21,35,28,-181,-97,-7,0,-42,0,-104,0,118,-35,-35,139,0,-49,-83,-326,0,0,-104,35,28,160,-90,153,-7,104,83,-56,125,-7,0,146,215,76,-90,0,76,35,-63,-174,-97,-76,83,-14,-222,-104,14,90,125,28,-56,-236,21,104,0,111,104,0,0,0,0,0,-83,104,0,0,0,104,118,-90,28,-146,0,-104,0,0,0,104,0,0,0,0,0,0,0,0,0
16: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,-7,-60,120,0,-13,20,33,27,-180,-100,-7,0,-40,0,-107,0,120,-40,-33,140,0,-47,-80,-320,0,0,-100,33,27,160,-93,153,-7,107,87,-53,127,-7,0,147,213,73,-93,0,73,33,-67,-173,-100,-80,80,-13,-220,-100,13,87,127,27,-60,-233,20,107,0,113,107,0,0,0,0,0,-87,107,0,0,0,107,120,-93,27,-147,0,-107,0,0,0,107,0,0,0,0,0,0,0,0,0
17: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,-6,-58,122,0,-13,19,32,26,-179,-102,-6,0,-38,0,-109,0,122,-45,-32,141,0,-45,-77,-314,0,0,-96,32,26,160,-96,154,-6,109,90,-51,128,-6,0,147,211,70,-96,0,70,32,-70,-173,-102,-83,77,-13,-218,-96,13,83,128,26,-64,-231,19,109,0,115,109,0,0,0,0,0,-90,109,0,0,0,109,122,-96,26,-147,0,-109,0,0,0,109,0,0,0,0,0,0,0,0,0
18: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,-6,-55,123,0,-12,18,31,25,-179,-105,-6,0,-37,0,-111,0,123,-49,-31,142,0,-43,-74,-308,0,0,-92,31,25,160,-99,154,-6,111,92,-49,129,-6,0,148,209,68,-99,0,68,31,-74,-172,-105,-86,74,-12,-216,-92,12,80,129,25,-68,-228,18,111,0,117,111,0,0,0,0,0,-92,111,0,0,0,111,123,-99,25,-148,0,-111,0,0,0,111,0,0,0,0,0,0,0,0,0
19: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,-6,-53,125,0,-12,18,30,24,-178,-107,-6,0,-36,0,-113,0,125,-53,-30,142,0,-42,-71,-303,0,0,-89,30,24,160,-101,154,-6,113,95,-47,131,-6,0,148,208,65,-101,0,65,30,-77,-172,-107,-89,71,-12,-214,-89,12,77,131,24,-71,-225,18,113,0,119,113,0,0,0,0,0,-95,113,0,0,0,113,125,-101,24,-148,0,-113,0,0,0,113,0,0,0,0,0,0,0,0,0
20: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,-6,-52,126,0,-11,17,29,23,-177,-109,-6,0,-34,0,-114,0,126,-52,-29,143,0,-40,-69,-298,0,0,-86,29,23,155,-103,155,-6,114,97,-46,132,-6,0,149,206,63,-103,0,63,29,-80,-172,-109,-86,69,-11,-217,-86,11,74,132,23,-74,-223,17,114,0,120,114,0,0,0,0,0,-97,114,0,0,0,114,126,-103,23,-149,0,-114,0,0,0,114,0,0,0,0,0,0,0,0,0
21: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,0,1,0,0,1,1,0,-1,0,0,0,-1,-1,-1,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,-6,-50,127,0,-11,17,28,22,-177,-111,-6,0,-33,0,-116,0,127,-50,-28,144,0,-39,-66,-293,0,0,-83,28,22,149,-105,155,-6,116,99,-44,133,-6,0,149,204,61,-105,0,61,28,-83,-171,-111,-83,66,-11,-221,-83,11,72,133,22,-77,-221,17,116,0,122,116,0,0,0,0,0,-99,116,0,0,0,116,127,-105,22,-149,0,-116,0,0,0,116,0,0,0,0,0,0,0,0,0
22: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,-5,-48,128,0,-11,16,27,21,-176,-112,-5,0,-32,0,-117,0,128,-48,-27,144,0,-37,-64,-288,0,0,-80,27,21,144,-107,155,-5,117,101,-43,134,-5,0,150,203,59,-107,0,59,27,-85,-171,-112,-80,64,-11,-224,-80,11,69,134,21,-80,-219,16,117,0,123,117,0,0,0,0,0,-101,117,0,0,0,117,128,-107,21,-150,0,-117,0,0,0,117,0,0,0,0,0,0,0,0,0
23: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,-5,-47,129,0,-10,16,26,21,-176,-114,-5,0,-31,0,-119,0,129,-47,-26,145,0,-36,-62,-284,0,0,-78,26,21,140,-109,155,-5,119,103,-47,134,-5,0,150,202,57,-109,0,57,26,-88,-171,-109,-78,62,-10,-227,-78,10,67,134,21,-83,-217,16,119,0,124,119,0,0,0,0,0,-103,119,0,0,0,119,129,-109,21,-150,0,-119,0,0,0,119,0,0,0,0,0,0,0,0,0
24: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,-5,-45,130,0,-10,15,25,20,-175,-115,-5,0,-30,0,-120,0,130,-45,-25,145,0,-35,-60,-280,0,0,-75,25,20,135,-110,155,-5,120,105,-50,135,-5,0,150,200,55,-110,0,55,25,-90,-170,-105,-75,60,-10,-230,-75,10,65,135,20,-85,-215,15,120,0,125,120,0,0,0,0,0,-105,120,0,0,0,120,130,-110,20,-150,0,-120,0,0,0,120,0,0,0,0,0,0,0,0,0
25: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,-5,-44,131,0,-10,15,24,19,-175,-116,-5,0,-29,0,-121,0,131,-44,-24,146,0,-34,-58,-277,0,0,-73,24,19,131,-112,155,-5,121,107,-53,136,-5,0,150,199,53,-112,0,53,24,-92,-170,-102,-73,58,-10,-233,-73,10,63,136,19,-87,-214,15,121,0,126,121,0,0,0,0,0,-107,121,0,0,0,121,131,-112,19,-150,0,-121,0,0,0,121,0,0,0,0,0,0,0,0,0
26: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,-5,-42,132,0,-9,14,24,19,-174,-118,-5,0,-28,0,-122,0,132,-42,-24,146,0,-33,-56,-273,0,0,-71,24,19,127,-113,155,-5,122,108,-56,137,-5,0,151,198,52,-113,0,52,24,-94,-169,-99,-71,56,-9,-235,-71,9,61,137,19,-89,-212,14,122,0,127,122,0,0,0,0,0,-108,122,0,0,0,122,132,-113,19,-151,0,-122,0,0,0,122,0,0,0,0,0,0,0,0,0
27: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,-5,-41,133,0,-9,14,23,18,-174,-119,-5,0,-27,0,-123,0,133,-41,-23,146,0,-32,-55,-270,0,0,-69,23,18,123,-114,155,-5,123,110,-59,137,-5,0,151,197,50,-114,0,50,23,-96,-169,-96,-69,55,-9,-238,-69,9,59,137,18,-91,-210,14,123,0,128,123,0,0,0,0,0,-110,123,0,0,0,123,133,-114,18,-151,0,-123,0,0,0,123,0,0,0,0,0,0,0,0,0
28: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,-4,-40,133,0,-9,13,22,18,-173,-120,-4,0,-27,0,-124,0,133,-40,-22,147,0,-31,-53,-266,0,0,-67,22,18,120,-115,155,-4,124,111,-62,138,-4,0,151,195,49,-115,0,49,22,-98,-169,-93,-67,53,-9,-240,-67,9,58,138,18,-93,-209,13,124,0,129,124,0,0,0,0,0,-111,124,0,0,0,124,133,-115,18,-151,0,-124,0,0,0,124,0,0,0,0,0,0,0,0,0
29: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,-4,-39,134,0,-9,13,22,17,-173,-121,-4,0,-26,0,-125,0,134,-39,-22,147,0,-30,-52,-263,0,0,-65,22,17,117,-117,155,-4,125,112,-65,138,-4,0,151,194,47,-117,0,47,22,-99,-168,-91,-65,52,-9,-242,-65,9,56,138,17,-95,-207,13,125,0,129,125,0,0,0,0,0,-112,125,0,0,0,125,134,-117,17,-151,0,-125,0,0,0,125,0,0,0,0,0,0,0,0,0
30: 0.609,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,-4,-38,134,0,-8,13,21,17,-172,-122,-4,0,-25,0,-126,0,134,-38,-21,147,0,-29,-50,-260,0,0,-63,21,17,113,-118,155,-4,126,113,-67,139,-4,0,151,193,46,-118,0,46,21,-101,-168,-88,-63,50,-8,-244,-63,8,55,139,17,-97,-206,13,126,0,130,126,0,0,0,0,0,-113,126,0,0,0,126,134,-118,17,-151,0,-126,0,0,0,126,0,0,0,0,0,0,0,0,0
